Area,Date,Type,Issued By,No,Value,Description,# Issued,Atlas,Alberta,Theme A,Theme B,Theme C,Theme D
SWA,19671014.01,CMC,PRV,,$$$,Swakopmund 75 Years       ,,,,Towns/Cities History,,,
SWA,19680102.01,FDC,PRV,,$$$,Swart Commemoration        ,,,,Presidents and Leaders,,,
SWA,19680102.02,FDC,PRV,,$$$$,Swart Commemoration        ,8276,,,Presidents and Leaders,,,
SWA,19690606.01,CMC,PRV,,$$$$,Opening CR Swart Bridge      ,,,,Bridges/Dams,,,
SWA,19690623.01,CMC,PRV,,$$$,Swartbooisdrif Dorslandtrek gedenkfees       ,,,,,,,
SWA,19700214.01,FDC,SPO,01,$$$$,Water 70        ,,,,Water and Sanitation,,,
SWA,19700214.02,FDC,PRV,,$$$$,ATKB Water 70       ,,,,Water and Sanitation,,,
SWA,19700824.01,FDC,SPO,02,$$$$,Biblia 70        ,15000,,,Religion/Churches,,,
SWA,19700824.02,FDC,PRV,,$$$$,ATKB Biblia 70       ,,,,Religion/Churches,,,
SWA,19701010.01,CMC,PRV,,$$$$,ATKB Centenary Omaruru        ,,,,Towns/Cities History,,,
SWA,19710531.01,FDC,SPO,03,$$$$$,10th Ann of Republic      ,20000,,,National Festivals,,,
SWA,19720909.01,CMC,PRV,,$$$$,Naute Dam        ,,,,Water and Sanitation,Bridges/Dams,,
SWA,19720919.01,FDC,SPO,04,$$$$$,SPCA         ,18000,,,,,,
SWA,19730501.01,FDC,SPO,05,$$$,Adolph Jentch        ,29000,,,Paintings,,,
SWA,19730901.01,FDC,SPO,,$$$$,Folder 1nd Def Issue Succulents     ,40000,,,Flora/Flowers,Definitive Series,,
SWA,19731001.01,CMC,UNN,,$$$$,United Nations Geneva Cachet,,,,United Nations,,,
SWA,19731001.02,CMC,UNN,,$$$$,United Nations cover Namibia      ,,,,United Nations,,,
SWA,19731124.01,FLT,KPA,0.10,$$$$,KEMP Hot Air and High Flight Tials Airbus  ,111,,,Flight and Aircraft,,,
SWA,19740213.01,FDC,SPO,06,$$$,Birds         ,35800,,,Birds/Bats,,,
SWA,19740410.01,FDC,SPO,07,$$,Twyfelfontein         ,37000,,,Dinosaurs/Fossils/Archaeology,,,
SWA,19740930.01,FDC,SPO,08,$$,Diamond Mining        ,39000,,,Gem Stones/Jewels,,,
SWA,19741113.01,FDC,SPO,09,$,Dorslandtrek         ,39000,,,,,,
SWA,19750203.02,FLT,KPA,0.19,$$$$,Flight Windhoek CPT,100,,,Flight and Aircraft,,,
SWA,19750319.01,FDC,SPO,06,$$,Birds of Prey       ,46000,,,Birds/Bats,,,
SWA,19750723.01,FDC,SPO,11,$,Historic Monuments        ,59000,,,Architecture,,,
SWA,19751015.01,FDC,SPO,12,$,Otto Schreuder artist       ,65000,,,Paintings,,,
SWA,19760331.01,FDC,SPO,13,$,Rock Paintings        ,69000,,,Dinosaurs/Fossils/Archaeology,,,
SWA,19760331.02,FDC,SPO,13,$$$$$,MS Rock Paintings       ,,,,Dinosaurs/Fossils/Archaeology,,,
SWA,19760515.01,FDC,SPO,14,$,Historic Castles        ,64000,,,Forts and Castles,,,
SWA,19760604.01,CMC,PRV,,$$,Deutches Schulerheim        ,,,,Education,,,
SWA,19760716.01,FDC,SPO,15,$,Nature Conservation        ,75000,,,Wildlife,,,
SWA,19760716.02,CMC,PRV,,$$$,World Wildlife Trust       ,,,,Wildlife,,,
SWA,19760716.03,CMC,PRV,,$$$,World Wildlife Trust       ,,,,Wildlife,,,
SWA,19760716.04,CMC,PRV,,$$$,World Wildlife Trust       ,,,,Wildlife,,,
SWA,19760917.01,FDC,SPO,16,$,Modern Buildings        ,65000,,,Architecture,Nursing,Health/Medicine,
SWA,19761119.01,FDC,SPO,17,$,Water Supply        ,73000,,,Water and Sanitation,Energy,Waterfalls,
SWA,19770329.01,FDC,SPO,18,$,Namib Desert        ,96000,,,Landscapes/Nature,,,
SWA,19770517.01,CMC,PRV,,$$$,Referendum         ,,,,Government and Politics,,,
SWA,19770617.02,CMC,PRV,,$$,First Multiracial Championships Boxing      ,,,,Sport,Boxing,,
SWA,19770707.01,CMC,PRV,,$$,Spesial Date stamp       ,,,,Postal History,,,
SWA,19770715.01,FDC,SPO,19,$,Owambo Traditions        ,88000,,,Arts/Culture/Traditions,,,
SWA,19770715.02,CMC,PRV,,$$,Stamps of All Countries.png      ,,,,Arts/Culture/Traditions,,,
SWA,19770728.01,CMC,PRV,,$$,Inauguration Damara Legislative Khorixas      ,,,,Government and Politics,,,
SWA,19770822.01,FDC,SPO,20,$,Strijdom Airport        ,91000,,,Flight and Aircraft,,,
SWA,19770831.01,CMC,PRV,,$$$,Last day validity of SA stamps in Walvis Bay ,,,,Government and Politics,,,
SWA,19770902.01,CMC,SPO,,$$,Boy Scouts        ,,,,Boy Scouts/Girl Guides,,,
SWA,19771003.01,CMC,PRV,,$$$,Eerste Rehoboth Basterkapteinsverkiesing       ,,,,Government and Politics,,,
SWA,19771031.01,CMC,PRV,,$$$,Verkiesing van Volksraad Rehoboth      ,,,,Government and Politics,,,
SWA,19771101.01,CMC,PRV,,$$,21 Years SABC       ,,,,Communication,,,
SWA,19771104.01,FDC,SPO,21,$,Historic Houses        ,90000,,,Architecture,,,
SWA,19771104.02,FDC,SPO,S01,$,MS Historic Houses       ,60000,,,Architecture,,,
SWA,19771104.03,CMC,PRV,,$$,75 years Mannergesangverein Swakopmund      ,,,,Music,,,
SWA,19771107.01,CMC,PRV,,$$$,Turnhalle         ,,,,Government and Politics,,,
SWA,19771119.01,FIL,SPO,,$$,Portucale Stamp Exhibition,,,,Stamp Exhibition,,,
SWA,19771201.01,CMC,PRV,,$$$,Rehoboth Self determination       ,,,,Government and Politics,,,
SWA,19780206.01,FDC,SPO,22,$,Small animal of the Namib     ,84000,,,Snakes/Lizards/Reptiles,,,
SWA,19780301.01,FLT,NAA,0.001A,$$$$,Suidwes Lugdiens 20 Jaar Walvisbaai Windhoek    ,350,,,Flight and Aircraft,,,
SWA,19780310.02,FLT,NAA,0.002,$$$$,100 Years Walvis Bay flight Walvisbay Windhoek   ,350,,,Flight and Aircraft,,,
SWA,19780414.01,FDC,SPO,23,$,Bushmen         ,90000,,,Arts/Culture/Traditions,,,
SWA,19780502.01,FLT,KPA,0.40B,$$$$$,Flight Windhoek CPT Convair      ,,,,Flight and Aircraft,,,
SWA,19780502.02,FLT,NAA,0.003,$$$,Namib Air Flight Windhoek CPT     ,2400,,,Flight and Aircraft,,,
SWA,19780503.01,FLT,NAA,0.004,$$$,Flight CPT Windhoek Convair      ,2400,,,Flight and Aircraft,,,
SWA,19780505.01,CMC,UNN,,$$$,United Nations cover Free Namibia,,,,United Nations,,,
SWA,19780505.02,CMC,UNN,,$$$,United Nations cover Free Namibia,,,,United Nations,,,
SWA,19780616.01,FDC,SPO,24,$,Churches         ,88000,,,Religion/Churches,,,
SWA,19780616.02,FDC,SPO,S02,$,Churches         ,58000,,,Religion/Churches,,,
SWA,19780721.01,RWY,PRV,,$$$,Rail letter Post Luderitz Keetmanshoop     ,,,,Railway/Trains,,,
SWA,19780806.01,FLT,PRV,,$$$$$,Special flights UN Plan for SWA visit Antisaari  ,,,,Flight and Aircraft,,,
SWA,19780905.01,CMC,PRV,,$$,Windhoek Skou 1978       ,,,,Towns/Cities History,,,
SWA,19781012.01,FLT,CAP,001,$$$,Caprivi Airways flight Katima Mulilo Windhoek    ,3900,,,Flight and Aircraft,,,
SWA,19781012.02,FLT,CAP,001A,$$$,Flight Windhoek Katima Mulilo      ,3900,,,Flight and Aircraft,,,
SWA,19781012.03,FLT,KPA,0.49,$$$$$,Flight Windhoek Katima Mulilo      ,,,,Flight and Aircraft,,,
SWA,19781015.01,FLT,NAA,0.005,$$$,Last flight South West Airways CPT Windhoek   ,2400,,,Flight and Aircraft,,,
SWA,19781016.01,FLT,NAA,0.006,$$$,Namib Air flight Eros Grootfontein     ,2500,,,Flight and Aircraft,,,
SWA,19781101.01,FDC,SPO,25,$,Elections         ,78312,,,Government and Politics,,,
SWA,19781105.01,CMC,PRV,,$$,Birthday DTA Political Party      ,,,,Government and Politics,,,
SWA,19781201.01,FLT,NAA,0.006A,$$$,Namib air Eros Grootfontein Tsuneb     ,4000,,,Flight and Aircraft,,,
SWA,19781204.01,CMC,PRV,,$$,ATKV On the Road to Independance     ,,,,Government and Politics,,,
SWA,19781217.02,FLT,NAA,0.007,$$$,Namib Air 75 years Ann of flight   ,4200,,,Flight and Aircraft,,,
SWA,19781218.01,FLT,PRV,,$$$,75 Ann First flight from SWA    ,,,,Flight and Aircraft,,,
SWA,19781218.02,FLT,PRV,,$$$,First flight Bruno Buchner Swakopmund Windhoek    ,,,,Flight and Aircraft,,,
SWA,19781218.03,FLT,CAP,002,$$$,Namib Air Caprivi Airways 75th Ann of first Powered Flight,3900,,,Flight and Aircraft,,,
SWA,19790323.01,MIL,DEF,,$$,SADF Nature Conservation Week      ,,,,Military,,,
SWA,19790403.01,FLT,NAA,0.008,$$$,Namib air Flight Eros to Swakopmund    ,2400,,,Flight and Aircraft,,,
SWA,19790405.01,FDC,SPO,26,$,Water Birds        ,96000,,,Birds/Bats,,,
SWA,19790405.02,FLT,NAA,0.009,$$$,Namib air flight JH Strijdom Swakopmund Eros   ,2700,,,Flight and Aircraft,,,
SWA,19790521.01,CMC,PRV,,$$,National Assembly of SWA      ,,,,Government and Politics,,,
SWA,19790521.02,CMC,PRV,,$$,First Meeting National Assembly Of SWA    ,,,,Government and Politics,,,
SWA,19790521.03,CMC,PRV,,$$,National Assembly Of SWA      ,,,,Government and Politics,,,
SWA,19790625.01,CMC,PRV,,$$,Herverkiesing Rehoboth Kaptein       ,,,,Government and Politics,,,
SWA,19790702.01,CMC,PRV,,$$,Inhuldiging nuwe Rehoboth leiers      ,,,,Government and Politics,,,
SWA,19790802.01,CMC,PRV,,$$,Judge MT Steyn to Dr Gerrit Viljoen   ,,,,Government and Politics,,,
SWA,19790813.01,CMC,PRV,,$$,SWALU Agricultural Union       ,,,,Agriculture/Farming,,,
SWA,19790904.01,CMC,PRV,,$$,Windhoek Show        ,,,,Wildlife,,,
SWA,19790904.02,CMC,PRV,,$$,Windhoek Show        ,,,,Wildlife,,,
SWA,19790904.03,CMC,PRV,,$$,Windhoek Show        ,,,,Flora/Flowers,,,
SWA,19790919.01,CMC,SPO,,$,SALVLV 10th Ann.       ,,,,,,,
SWA,19791005.01,CMC,UNN,,$$$,United Nations cover Free Namibia,,,,United Nations,,,
SWA,19791016.01,FLT,NAA,0.010,$$$,Namib Air flight Walvis Bay Luderitz    ,2500,,,Flight and Aircraft,,,
SWA,19791113.01,FLT,NAA,0.011,$$$,Namib Air flight Eros to CPT    ,1900,,,Flight and Aircraft,,,
SWA,19791126.01,FDC,SPO,27,$,Semi Precious Stones       ,80000,,,Gem Stones/Jewels,,,
SWA,19800325.01,FDC,SPO,28,$$,Whales         ,98000,,,Whales/Dolphins/Sharks,,,
SWA,19800325.02,FDC,SPO,S03,$$,Miniature Sheet Whales       ,59000,,,Whales/Dolphins/Sharks,,,
SWA,19800325.03,FDC,PRV,,$$$,Whales         ,,,,Whales/Dolphins/Sharks,,,
SWA,19800325.04,FDC,PRV,,$$$,Whales         ,,,,Whales/Dolphins/Sharks,,,
SWA,19800503.01,RWY,PRV,,$$$$,First Train via Route behind Dunes Swakopmund to Walvis Bay,,,,Railway/Trains,,,
SWA,19800625.01,FDC,SPO,29,$,Antelope         ,115000,,,Wildlife,,,
SWA,19800625.02,CMC,SPO,,$$,Nature Conservation 25 Years      ,,,,Wildlife,,,
SWA,19800701.01,CMC,PRV,,$$,Inauguration of Ministers       ,,,,Government and Politics,,,
SWA,19800901.01,CMC,PRV,,$$,Windhoek Show        ,,,,Agriculture/Farming,,,
SWA,19801001.01,FDC,SPO,30,$$,Third Definitive Series Folder,100000,,,Definitive Series,Wildlife,,
SWA,19801001.02,CMC,PRV,,$$,Wildlife in Africa Giraffe,,,,Wildlife,,,
SWA,19801001.03,CMC,PRV,,$$,Wildlife in Africa Lion,,,,Wildlife,,,
SWA,19801001.04,CMC,PRV,,$$,Wildlife in Africa Eland,,,,Wildlife,,,
SWA,19801001.05,CMC,PRV,,$$,Wildlife in Africa Porcupine,,,,Wildlife,,,
SWA,19801001.06,CMC,PRV,,$$,Wildlife in Africa Monkey,,,,Wildlife,Monkeys and Baboons,,
SWA,19801001.07,CMC,PRV,,$$,Wildlife in Africa Cheetah,,,,Wildlife,,,
SWA,19801001.08,CMC,PRV,,$$,Wildlife in Africa Honey Badger,,,,Wildlife,,,
SWA,19801001.09,CMC,PRV,,$$,Wildlife in Africa Wild Dog,,,,Wildlife,,,
SWA,19801001.10,CMC,PRV,,$$,Wildlife in Africa Suricate,,,,Wildlife,,,
SWA,19801001.11,CMC,PRV,,$$,Wildlife in Africa Jackal,,,,Wildlife,,,
SWA,19801001.12,CMC,PRV,,$$,Wildlife in Africa Zebra,,,,Wildlife,,,
SWA,19801001.13,CMC,PRV,,$$,Wildlife in Africa Kudu,,,,Wildlife,,,
SWA,19801001.14,CMC,PRV,,$$,Wildlife in Africa Gemsbok,,,,Wildlife,,,
SWA,19801001.15,CMC,PRV,,$$,Wildlife in Africa Baboon,,,,Wildlife,,,
SWA,19801001.16,CMC,PRV,,$$,Wildlife in Africa Springbok,,,,Wildlife,,,
SWA,19801001.17,CMC,PRV,,$$,Wildlife in Africa Hyena,,,,Wildlife,,,
SWA,19801016.01,FLT,NAA,0.012,$$$,Namib Air Flight Swakopmund Eros     ,2100,,,Flight and Aircraft,,,
SWA,19801016.02,CMC,SPO,,$$,Christuskirche Windhoek        ,,,,Religion/Churches,,,
SWA,19801018.01,CMC,SPO,,$$,Windhoek         ,,,,Towns/Cities History,,,
SWA,19801125.01,FDC,SPO,31,$,Dams         ,114000,,,Water and Sanitation,Bridges/Dams,,
SWA,19801125.02,CMC,PRV,,$$,Water Conservation        ,,,,Water and Sanitation,Bridges/Dams,,
SWA,19810320.01,FDC,SPO,32,$,Fish River Canyon       ,130000,,,Landscapes/Nature,,,
SWA,19810801.01,FLT,NAA,0.013,$$$,Namib Air flight Windhoek Grootfontein     ,3000,,,Flight and Aircraft,,,
SWA,19810814.01,FDC,SPO,33,$,Aloes         ,124000,,,Flora/Flowers,,,
SWA,19811016.01,FDC,SPO,34,$,Luderitz buildings        ,126000,,,Towns/Cities History,Architecture,,
SWA,19811016.02,FDC,SPO,S04,$,Luderitz Buildings        ,81000,,,Towns/Cities History,Architecture,,
SWA,19811204.01,FDC,SPO,35,$,Salt industry        ,134000,,,Manufacturing/Industries,,,
SWA,19820107.01,CMC,SPO,,$,German Lutheran Church       ,,,,Religion/Churches,,,
SWA,19820312.01,FDC,SPO,36,$,Tortoises         ,150000,,,Wildlife,,,
SWA,19820322.01,CMC,SPO,,$,Etosha National Park 75 Years     ,,,,Wildlife,,,
SWA,19820430.01,CMC,SPO,,$,WIKA 30 years       ,,,,Arts/Culture/Traditions,,,
SWA,19820503.01,FLT,NAA,0.014,$$$,Namib Air flight Windhoek Tsuneb Ondangua    ,3000,,,Flight and Aircraft,,,
SWA,19820504.01,FLT,NAA,0.015,$$$,Namib Air Flight Windhoek Tsumeb Rundu Katima Mulilu  ,3000,,,Flight and Aircraft,,,
SWA,19820528.01,FDC,SPO,37,$,Discovers         ,155000,,,Ships/Maritime,Famous Persons,,
SWA,19820803.01,FDC,SPO,38,$,Mountains         ,155000,,,Landscapes/Nature,,,
SWA,19820804.01,CMC,PRV,,$$,Swakopmund         ,,,,Towns/Cities History,,,
SWA,19820823.01,FIL,SPO,,$,National Stamp Exhibition       ,,,,Stamp Exhibition,,,
SWA,19820905.01,CMC,PRV,,$,Windhoek Show 1982       ,,,,Towns/Cities History,,,
SWA,19820917.01,CMC,SPO,,$,National Stamp Exhibition       ,,,,Stamp Exhibition,,,
SWA,19821015.01,FDC,SPO,39,$,Tradisional Head-dresses        ,155000,,,Arts/Culture/Traditions,,,
SWA,19821015.02,FDC,SLK,82.01,$$$,SILK Headdresses,,,,Arts/Culture/Traditions,,,
SWA,19830131.01,CMC,PRV,,$$,Administrator Generals of SWA      ,,,,Government and Politics,,,
SWA,19830301.01,FLT,NAA,0.016,$$$,25 Years Namib Air flight Windhoek Tsuneb   ,,,,Flight and Aircraft,,,
SWA,19830316.01,FDC,SPO,40,$,Luderitz         ,150000,,,Towns/Cities History,,,
SWA,19830316.02,FDC,SLK,83.01,$$$,SILK Luderitz         ,1000,,,Towns/Cities History,,,
SWA,19830316.03,FDC,PRV,,$$,Luderitz         ,,,,Towns/Cities History,,,
SWA,19830331.01,RWY,PRV,,$$$,Luderitz Train Journey       ,,,,Railway/Trains,,,
SWA,19830419.01,CMC,SPO,,$,SA Museum Association       ,,,,Museums,,,
SWA,19830501.01,FLT,NAA,0.017,$$$,Namib Air flight Windhoek Luderitzbucht     ,,,,Flight and Aircraft,,,
SWA,19830502.01,CMC,SPO,,$,Namibia Wildlife Trust       ,,,,Wildlife,,,
SWA,19830604.01,CMC,PRV,,$$$,Heinrich Goring        ,,,,Famous Persons,Government and Politics,,
SWA,19830608.01,FDC,SPO,41,$,Discovery of Diamonds       ,,,,Gem Stones/Jewels,,,
SWA,19830608.02,FDC,SLK,83.02,$$$,SILK Discovery of Diamonds      ,,,,Gem Stones/Jewels,,,
SWA,19830608.03,CMC,PRV,,$$,Int Society of Postmasters      ,,,,Postal History,,,
SWA,19830901.01,FDC,SPO,42,$,Painters         ,,,,Paintings,,,
SWA,19830901.02,FDC,SLK,83.03,$$$,SILK Painters        ,,,,Paintings,,,
SWA,19830905.01,CMC,PRV,,$$,Windhoek Show        ,,,,Towns/Cities History,,,
SWA,19831123.01,FDC,SPO,43,$,Lobster industry        ,,,,Fish and Marine Life,,,
SWA,19831123.02,FDC,SLK,83.04,$$$,SILK Lobster industry       ,,,,Fish and Marine Life,,,
SWA,19840302.01,CMC,SPO,,$,Congress Fire Institute       ,,,,Cars,,,
SWA,19840308.01,FDC,SLK,84.01,$$$,SILK Swakopmund,,,,Towns/Cities History,Architecture,,
SWA,19840308.02,FDC,SPO,44,$,Swakopmund         ,,,,Towns/Cities History,Dinosaurs/Fossils/Archaeology,,
SWA,19840402.01,FDC,SLK,84.01.1,$$$,SILK Add value Def issue     ,,,,Wildlife,,,
SWA,19840402.02,FDC,PRV,,$$,Add value Def issue     ,,,,Wildlife,,,
SWA,19840525.01,FDC,SPO,45,$,Headdresses         ,,,,Arts/Culture/Traditions,,,
SWA,19840525.02,FDC,SLK,84.02,$$$,SILK Headdresses,,,,Arts/Culture/Traditions,,,
SWA,19840807.01,CMC,SPO,,$$,Miniature Sheet SWA 100 Stamp Exhibition    ,,,,Stamp Exhibition,Stamp on Stamps,,
SWA,19840807.02,CMC,PRV,,$$$,Comm first raising of German Flag    ,,,,Flags,Towns/Cities History,,
SWA,19840807.03,CMC,SPO,,$$,SWA 100 Stamp Exhibition      ,,,,Stamp Exhibition,,,
SWA,19840807.04,FDC,SPO,46,$,German Colonisation        ,,,,Government and Politics,,,
SWA,19840807.05,FDC,SLK,84.03,$$$,SILK German Colonisation       ,,,,Government and Politics,,,
SWA,19840901.01,FLT,NAA,0.018,$$$,Namib Air flight Windhoek Okaukuejo     ,,,,Flight and Aircraft,,,
SWA,19840904.01,FLT,NAA,0.019,$$$,Flight Luderitz Windhoek       ,,,,Flight and Aircraft,,,
SWA,19840908.01,FLT,NAA,0.020,$$$,Namib Air flight Alexander Bay Windhoek    ,,,,Flight and Aircraft,,,
SWA,19840915.01,CMC,SPO,,$,DHPS 75 Years       ,,,,Education,,,
SWA,19841122.01,FDC,SPO,47,$,Acacias Spring        ,,,,Flora/Flowers,,,
SWA,19841122.02,FDC,SLK,84.04,$$$,SILK Acacias Spring       ,,,,Flora/Flowers,,,
SWA,19850315.01,FDC,SPO,48,$,Ostriches         ,,,,Birds/Bats,Agriculture/Farming,,
SWA,19850315.02,FDC,GLD,85.08,$$$$,GOLD Ostriches        ,,,,Birds/Bats,Agriculture/Farming,,
SWA,19850315.03,FDC,SLK,85.01,$$$,SILK Ostriches        ,,,,Birds/Bats,Agriculture/Farming,,
SWA,19850318.01,CMC,PRV,,$$$,Freshwater Angling Championships       ,,,,Fishing/Angling,Sport,,
SWA,19850401.01,FDC,SPO,48,$,Wildlife         ,,,,Wildlife,,,
SWA,19850401.02,FDC,SLK,85.02,$$$,SILK Wildlife        ,,,,Wildlife,,,
SWA,19850401.03,FDC,SLK,85.04,$$$,SILK Wildlife        ,,,,Wildlife,,,
SWA,19850401.04,FDC,PRV,,$$$,Wildlife Add value,,,,Wildlife,,,
SWA,19850606.01,FDC,SPO,49,$,Historic Buildings        ,,,,Towns/Cities History,Architecture,,
SWA,19850606.02,FDC,GLD,85.14,$$$$,GOLD Historic Buildings       ,,,,Towns/Cities History,Architecture,,
SWA,19850606.03,FDC,SLK,85.03,$$$,SILK Historic Buildings       ,,,,Towns/Cities History,Architecture,,
SWA,19850623.01,CMC,PRV,,$$$,100 Camel Ride Kalahari to Swakopmund    ,,,,,,,
SWA,19850731.01,CMC,PRV,,$$,50 Years Gliding in SWA ,,,,Flight and Aircraft,,,
SWA,19850802.01,FDC,SPO,50,$,Trains         ,,,,Railway/Trains,,,
SWA,19850802.02,FDC,GLD,85.18,$$$$,GOLD Trains        ,,,,Railway/Trains,,,
SWA,19850802.03,FDC,SLK,95.02,$$$,SILK Trains        ,,,,Railway/Trains,,,
SWA,19850831.01,FLT,PRV,,$$$,Erongo Glider Flight,,,,Flight and Aircraft,,,
SWA,19850831.02,FLT,PRV,,$$$,Erongo Glider Flight,,,,Flight and Aircraft,,,
SWA,19850905.01,CMC,PRV,,$$$,Telephone Line Rundu to Katima Mulilo    ,,,,Communication,,,
SWA,19851017.01,FDC,SPO,51,$,Musical Instruments        ,,,,Music,,,
SWA,19851017.02,FDC,GLD,85.23,$$$$,GOLD Musical Instruments       ,,,,Music,,,
SWA,19851017.03,FDC,SLK,85.06,$$$,SILK Muical Instruments       ,,,,Music,,,
SWA,19860124.01,FDC,SPO,52,$,Cape Cross        ,,,,,,,
SWA,19860124.02,FDC,SLK,86.01,$$$,SILK Cape Cross       ,,,,,,,
SWA,19860124.03,FDC,GLD,86.02,$$$$,GOLD Cape Cross       ,,,,,,,
SWA,19860207.01,FDC,SLK,86.02,$$$,SILK 2nd Decimal Booklet      ,,,,Wildlife,,,
SWA,19860401.01,FDC,SPO,52,$,African Lynx        ,,,,Wildlife,,,
SWA,19860401.02,FDC,SLK,86.03,$$$,SILK African Lynx       ,,,,Wildlife,,,
SWA,19860401.03,FDC,GLD,86.07,$$$$,GOLD African Lynx       ,,,,Wildlife,,,
SWA,19860410.01,FLT,NAA,0.021,$$$,Namib Air flight cover Halley comet    ,,,,Flight and Aircraft,Astronomy/Space,,
SWA,19860424.01,FDC,SPO,53,$,Rock Formations        ,,,,Landscapes/Nature,,,
SWA,19860424.02,FDC,GLD,86.09,$$$$,GOLD Rock Formations       ,,,,Landscapes/Nature,,,
SWA,19860424.03,FDC,SLK,86.03,$$$,SILK Rock Formations       ,,,,Landscapes/Nature,,,
SWA,19860710.01,FDC,SPO,54,$,Karakul Industry        ,,,,Agriculture/Farming,Manufacturing/Industries,,
SWA,19860710.02,FDC,GLD,86.15,$$$$,GOLD Karakul Industry       ,,,,Agriculture/Farming,Manufacturing/Industries,,
SWA,19860710.03,FDC,GLD,86.15S,$$$$,GOLD MS Karakul Industry      ,,,,Agriculture/Farming,Manufacturing/Industries,,
SWA,19860710.04,FDC,SLK,86.04,$$$,SILK Karakul Industry       ,,,,Agriculture/Farming,Manufacturing/Industries,,
SWA,19860710.05,FDC,SLK,86.05,$$$,SILK MS Swakara       ,,,,Agriculture/Farming,Manufacturing/Industries,,
SWA,19860710.07,FDC,FOU,01,$$,MS Karakul Industry      ,,,,Stamp Exhibition,Agriculture/Farming,Manufacturing/Industries,
SWA,19861011.01,FIL,SPO,,$$,Johannesburg 100 Swakara       ,,,,Stamp Exhibition,Agriculture/Farming,Manufacturing/Industries,
SWA,19861106.01,FDC,SPO,55,$,Caprivi Strip        ,,,,Maps,Agriculture/Farming,Arts/Culture/Traditions,
SWA,19861106.02,FDC,SLK,86.07,$$$,SILK Caprivi Strip       ,,,,Maps,Agriculture/Farming,Arts/Culture/Traditions,
SWA,19861106.03,FDC,GLD,86.24,$$$$,GOLD Caprivi Strip       ,,,,Maps,Agriculture/Farming,Arts/Culture/Traditions,
SWA,19861213.01,CMC,PRV,,$$,Reopening Jetty Swakopmund       ,,,,Towns/Cities History,,,
SWA,19870219.01,FDC,SPO,56,$,Thomas Baines        ,,,,Paintings,,,
SWA,19870219.02,FDC,SLK,87.02,$$$,SILK Thomas Baines       ,,,,Paintings,,,
SWA,19870219.03,FDC,FOU,02,$$$,MS Thomas Baines     ,,,,Stamp Exhibition,Paintings,,
SWA,19870219.04,FDC,GLD,87.06,$$$$,GOLD MS Thomas Baines     ,150,,,Stamp Exhibition,Paintings,,
SWA,19870219.05,FDC,GLD,87.05,$$$$,GOLD Thomas Baines     ,150,,,Paintings,,,
SWA,19870304.01,CMC,SPO,,$,Freshwater Angling Association       ,,,,Fishing/Angling,Sport,,
SWA,19870401.01,FDC,SPO,56,$,Extra value 3rd Def series     ,,,,Wildlife,Definitive Series,,
SWA,19870401.02,FDC,SLK,87.02.1,$$$,SILK Extra value 3rd Def series    ,,,,Wildlife,Definitive Series,,
SWA,19870507.01,FDC,SPO,57,$,Insects         ,,,,Insects/Bees,,,
SWA,19870507.02,FDC,SLK,87.03,$$$,SILK Insects        ,,,,Insects/Bees,,,
SWA,19870507.03,FDC,GLD,87.14,$$$$,GOLD Insects        ,,,,Insects/Bees,,,
SWA,19870511.01,FLT,NAD,NAxxx,$$$,Delivery flight Beechcraft 1900      ,,,,Flight and Aircraft,,,
SWA,19870515.01,FLT,NAD,0.005,$$$,Delivery flight Beechcraft Rand Airport Eros    ,,,,Flight and Aircraft,,,
SWA,19870703.01,FLT,NAA,0.023,$$$,Namib Air flight Katima Mulilo JHB,,,,Flight and Aircraft,,,
SWA,19870704.01,FLT,NAA,0.022,$$$,Namib Air flight Windhoek Oshakati     ,,,,Flight and Aircraft,,,
SWA,19870707.01,FLT,NAA,0.024,$$$,Namib Air flight Windhoek Keetmanshoop Upington    ,,,,Flight and Aircraft,,,
SWA,19870707.02,FLT,NAA,0.025,$$$,Namib Air flight Keetmanshoop Upington     ,,,,Flight and Aircraft,,,
SWA,19870707.03,FLT,NAA,0.026,$$$,Namib Air flight Upington Windhoek     ,,,,Flight and Aircraft,,,
SWA,19870723.01,FDC,SPO,58,$,Tourist Camps        ,,,,Wildlife,Tourism,,
SWA,19870723.02,FDC,SLK,87.04,$$$,SILK Tourist Camps       ,,,,Wildlife,Tourism,,
SWA,19870916.01,CMC,SPO,,$$$,MS Paarl 300 Thomas Baines     ,,,,Stamp Exhibition,Paintings,,
SWA,19870924.01,CMC,SPO,,$,80 Years Karakul Industry      ,,,,Agriculture/Farming,Manufacturing/Industries,,
SWA,19871015.01,FDC,SPO,59,$,Shipwrecks         ,,,,Ships/Maritime,,,
SWA,19871015.02,FDC,SLK,87.05,$$$,SILK Shipwrecks        ,,,,Ships/Maritime,,,
SWA,19871207.01,FLT,NAA,0.027,$$$,Namib Air flight JHB Windhoek     ,,,,Flight and Aircraft,,,
SWA,19880107.01,FDC,SPO,60,$$,Discovery of Cape of Good Hope    ,,,,,,,
SWA,19880107.02,FDC,SLK,88.01,$$$,SILK Discovery of Cape of Good Hope   ,,,,,,,
SWA,19880303.01,FDC,SPO,61,$$,Landmarks         ,,,,Landscapes/Nature,,,
SWA,19880303.02,FDC,SLK,88.02,$$$,SILK Landmarks        ,,,,Landscapes/Nature,,,
