Area,Date,Type,Issued By,No,Value,Description,# Issued,Atlas,Alberta,Theme A,Theme B,Theme C,Theme D
RSA,20010124.01,FDC,SAPO,7.008,$$$$,SA Myths and Legends      ,13000,1088,,Arts/Culture/Traditions,,,
RSA,20010201.01,FDC,SAPO,7.009,$$$,Year of the Snake      ,18000,1089,,Stamp Exhibition,,,
RSA,20010228.01,FDC,SAPO,7.010,$$$$,Sporting Heroes        ,13000,1090,,Sport,Cricket,Golf,Atletics
RSA,20010228.02,FDC,SAPO,7.011,$$$$,Sporting Heroes        ,13000,1090,,Sport,Rugby,Football/Soccer,Boxing
RSA,20010425.01,FDC,SAPO,7.012,$$$$,The Big Five       ,,1092,,Wildlife,,,
RSA,20010512.01,FDC,SAPO,7.013,$$$$,Kgalagadi Transfrontier Park       ,9000,1094,,Wildlife,,,
RSA,20010512.02,FDC,SAPO,7.014,$$$,Kgalagadi Transfrontier Park       ,9000,1094,,Wildlife,,,
RSA,20010516.01,FDC,SAPO,7.015,$$,Child Abuse Campaign       ,9000,1096,,,,,
RSA,20010616.01,FDC,SAPO,7.016,$$$$,Butterflies         ,9000,1099,,Butterflies,,,
RSA,20010616.02,FDC,SAPO,7.017,$$$$,Butterflies         ,9000,1099,,Butterflies,,,
RSA,20010616.03,FDC,SAPO,7.018,$$,Soweto Uprising        ,9000,1098,,,,,
RSA,20010622.01,FDC,SAPO,7.019,$$$$,Bats         ,9000,1100,,Bats,,,
RSA,20010622.02,FDC,SAPO,7.020,$$$,Bats,9000,1100,,Bats,,,
RSA,20010807.01,FDC,SAPO,7.023,$$$,World against Racism       ,9000,1102,,Apartheid,,,
RSA,20010807.02,FDC,SAPO,7.024,$$$$,World against Racism       ,9000,1102,,Apartheid,,,
RSA,20010807.03,FDC,SAPO,7.025,$$$$,World against Racism       ,9000,1102,,Apartheid,,,
RSA,20010823.01,FDC,SAPO,7.021,$$$,Anglo Boer War       ,9000,1103,,Boer War,,,
RSA,20010823.02,FDC,SAPO,7.022,$$$$,Music         ,9000,1104,,Music,,,
RSA,20010906.01,FDC,SAPO,7.026,$$$$,Natural Wonders        ,9000,1109,,Landscapes/Nature,,,
RSA,20010906.02,FDC,SAPO,7.027,$$$$,Natural Wonders        ,9000,1109,,Landscapes/Nature,,,
RSA,20011001.01,FDC,SAPO,7.029,$$$,Christmas 2001        ,9000,1112,,Christmas,Religion/Churches,,
RSA,20011023.01,FDC,SAPO,7.03,$$,Round the World Yacht Race     ,9000,1114,,Ships/Maritime,,,
RSA,20011023.02,FDC,SAPO,7.031,$$$,MS Yacht Race       ,9000,1114,,Ships/Maritime,,,
RSA,20011101.01,FDC,SAPO,7.035,$$$,Cricket World Cup 2003      ,8000,1116,,Sport,Cricket,,
RSA,20011102.01,FDC,SAPO,7.032,$$$$,SA Marine Life       ,13000,1117,,Fish and Marine Life,,,
RSA,20011102.02,FDC,SAPO,7.033,$$$$,SA Marine Life       ,13000,1117,,Fish and Marine Life,,,
RSA,20011102.03,FDC,SAPO,7.034,$$$$,Year of the Horse      ,,1118,,Horses,,,
RSA,20020417.01,FDC,SAPO,7.036,$$$,Sustainable Development        ,,1124,,,,,
RSA,20020417.02,FDC,SAPO,7.037,$$$,World Summit for Sustainable Development     ,,1124,,,,,
RSA,20020517.01,FDC,SAPO,7.038,$$$,Boer War        ,6000,1127,,Boer War,,,
RSA,20020625.01,FDC,SAPO,7.042,$$,African Union Summit       ,6000,1130,,Diplomacy,,,
RSA,20020825.01,FDC,SAPO,7.044,$$$$,World Summit        ,6000,1131,,,,,
RSA,20020920.01,FDC,SAPO,7.040,$$$$,Butterflies         ,,1133,,Butterflies,,,
RSA,20020920.03,FDC,SAPO,7.041,$$$$,Butterflies         ,,1133,,Butterflies,,,
RSA,20021009.01,FDC,SAPO,7.049,$$$,World Post Day       ,7000,1135,,Stamp Day,,,
RSA,20021023.01,FDC,SAPO,7.046,$$$$,MS Junass        ,,1138,,Stamp Exhibition,Fish and Marine Life,,
RSA,20021023.02,FDC,SAPO,7.047,$$$$,MS Algoapex Stamp Exhibition      ,,1138,,Stamp Exhibition,Fish and Marine Life,,
RSA,20021101.01,FDC,SAPO,7.050,$$$$,MS Year of the Goat     ,,1142,,,,,
RSA,20021113.01,FDC,SAPO,7.045,$$$,Christmas 2002        ,,1143,,Christmas,Religion/Churches,,
RSA,20021214.01,FDC,SAPO,7.051,$$$,Solar Eclipse        ,,1145,,Astronomy,,,
RSA,20021221.01,FDC,SAPO,7.052,$$$$,ICC Cricket World Cup 2002 SA    ,,1146,,Sport,Cricket,,
RSA,20030228.01,FDC,SAPO,7.053,$$$$,ICC Cricket World Cup 2003     ,4500,1147,,Sport,Cricket,,
RSA,20030427.01,FDC,SAPO,7.054,$$$,Chris Hani MS       ,,1150,,Apartheid,Famous Persons,,
RSA,20030516.01,FDC,SAPO,7.055,$$$,Informal Settlements        ,,1151,,,,,
RSA,20030516.02,FDC,SAPO,7.056,$$$,Informal Settlements        ,,1151,,,,,
RSA,20030723.01,FDC,SAPO,7.057,$$$$,Ballroom Dancing        ,7500,1156,,Arts/Culture/Traditions,,,
RSA,20030801.01,FDC,SAPO,7.058,$$$$,JUNASS Dogs        ,,1157,,Stamp Exhibition,Dogs,,
RSA,20030924.01,FDC,SAPO,7.059,$$$,Shaka King of the Zulus     ,,1162,,,,,
RSA,20031009.01,FDC,SAPO,7.061,$$$$$,MS Engineering        ,6000,1165,,Science and Technology,,,
RSA,20031023.01,FDC,SAPO,7.060,$$$,150 Years Cape Triangles      ,,1168,,Triangle Stamps,Postal History,,
RSA,20031103.01,FDC,SAPO,7.062,$$$,Christmas 2003        ,,1169,,Christmas,Religion/Churches,,
RSA,20031103.02,FDC,SAPO,7.063,$$$,Christmas 2003        ,,1169,,Christmas,Religion/Churches,,
RSA,20031209.01,FDC,SAPO,7.064,$$$,Diplomatic Relations Thailand       ,10000,1170,,Diplomacy,Wildlife,,
RSA,20031217.01,FDC,SAPO,7.065,$$$$,100 Years Aviation       ,10000,1171,,Flight and Aircraft,,,
RSA,20031217.02,FDC,SAPO,7.066,$$$$,100 Years Aviation       ,10000,1171,,Flight and Aircraft,,,
RSA,20040227.01,FDC,SAPO,7.067,$$$$,Year of the Monkey      ,10000,1172,,Wildlife,,,
RSA,20040324.01,FDC,SAPO,7.068,$$$,Drive Alive        ,10000,1173,,Cars,Transport,,
RSA,20040427.01,FDC,SAPO,7.069,$$$,Ten Years of Freedom      ,10000,1175,,National Festivals,,,
RSA,20040501.01,FDC,SAPO,7.070,$$$$,Legacy of the Slaves      ,,1176,,Apartheid,,,
RSA,20040730.01,FDC,SAPO,7.071,$$$,Spiders         ,10000,1178,,Spiders,,,
RSA,20040730.02,FDC,SAPO,7.072,$$$,Spiders         ,10000,1178,,Spiders,,,
RSA,20040809.01,FDC,SAPO,7.073,$$$$,Gift from Volunteers       ,10000,1180,,,,,
RSA,20040809.02,FDC,SAPO,7.074,$$$$,Gift from Volunteers       ,10000,1180,,,,,
RSA,20040813.01,FDC,SAPO,7.075,$$$$,World of Sports       ,10000,1181,,Sport,,,
RSA,20040813.02,FDC,SAPO,7.076,$$$$,World of Sports       ,10000,1181,,Sport,,,
RSA,20040901.01,FDC,SAPO,7.077,$$$$,Ecology of Table Mountain      ,10000,1182,,Flora/Flowers,,,
RSA,20040901.02,FDC,SAPO,7.078,$$$$,Ecology of Table Mountain      ,10000,1182,,Flora/Flowers,,,
RSA,20040923.01,FDC,SAPO,7.082,$$$,UPU Congress Romania       ,10000,1183,,UPU,,,
RSA,20041001.01,FDC,SAPO,7.079,$$$,Christmas         ,10000,1184,,Christmas,Religion/Churches,,
RSA,20041009.01,FDC,SAPO,7.080,$$$$,75 Years Air Mail Services     ,10000,1185,,Flight and Aircraft,,,
RSA,20041009.02,FDC,SAPO,7.081,$$$$,SAPOA SA Birds       ,10000,1188,,Birds,,,
RSA,20041123.01,FDC,SAPO,7.083,$$$$,The Dignified Blue       ,10000,1191,,Police,,,
RSA,20041123.02,FDC,SAPO,7.084,$$$$,The Dignified Blue       ,10000,1191,,Police,,,
RSA,20041201.01,FDC,SAPO,7.085,$$$$,SA Large Telescope       ,10000,1190,,Space,Astronomy,,
RSA,20050209.01,FDC,SAPO,7.086,$$$$,Year of the Rooster      ,6000,1192,,,,,
RSA,20050223.01,FDC,SAPO,7.087,$$$,100 Years Rotary       ,6000,1193,,Rotary International,,,
RSA,20050426.01,FDC,SAPO,7.090,$$$$,National Orders of SA      ,8000,1194,,Military,,,
RSA,20050506.01,FDC,SAPO,7.088,$$$$,Landscape Paintings        ,8000,1195,,Landscapes/Nature,Paintings,,
RSA,20050506.02,FDC,SAPO,7.089,$$$$,Landscape Paintings        ,8000,1195,,Landscapes/Nature,Paintings,,
RSA,20050624.01,FDC,SAPO,7.092,$$$,Freedom Charter        ,6000,1196,,Apartheid,,,
RSA,20050701.01,FDC,SAPO,7.093,$$$$,Folklore and Legends       ,8000,1197,,Arts/Culture/Traditions,,,
RSA,20050701.02,FDC,SAPO,7.094,$$$$,Folklore and Legends       ,8000,1197,,Arts/Culture/Traditions,,,
RSA,20050707.01,FDC,SAPO,7.095,$$$,Year of Physics       ,8000,1198,,Science and Technology,,,
RSA,20050715.01,FDC,SAPO,7.091,$$$$,Small animals        ,8000,1199,,Wildlife,,,
RSA,20050926.01,FDC,SAPO,7.096,$$$$,Shaping the future Energy      ,8000,1201,,Energy,,,
RSA,20051003.01,FDC,SAPO,7.097,$$$,Christmas         ,8000,1202,,Christmas,Religion/Churches,,
RSA,20051007.01,FDC,SAPO,7.098,$$$$,World Post Day       ,8000,1203,,Stamp Day,,,
RSA,20051007.02,FDC,SAPO,7.099,$$$$,World Post Day       ,8000,1203,,Stamp Day,,,
RSA,20051013.01,FDC,SAPO,7.100,$$,Prevention of Blindness       ,8000,1204,,Disabled,,,
RSA,20060127.01,FDC,SAPO,7.101,$$$$,Year of the Dog      ,4000,1206,,Dogs,,,
RSA,20060215.01,FDC,SAPO,7.102,$$$,Rock Art        ,6000,1207,,Arts/Culture/Traditions,,,
RSA,20060224.01,FDC,SAPO,7.103,$$$$$,Big Five        ,6000,1208,,Wildlife,,,
RSA,20060306.01,FDC,SAPO,7.104,$$$,Velo Mondial Conference       ,6000,1209,,Transport,,,
RSA,20060502.01,FDC,SAPO,7.105,$$$,Medical Outreach to Rural Areas     ,6000,1210,,Health/Medicine,Transport,Flight and Aircraft,
RSA,20060609.01,FDC,SAPO,7.106,$$$,Bhambatha Rebellion        ,6000,1211,,,,,
RSA,20060618.01,FDC,SAPO,7.107,$$$,Red Cross war memorial hospital     ,6000,1212,,Red Cross,Health/Medicine,,
RSA,20060707.01,FDC,SAPO,7.108,$$$,Fifa World Cup SA      ,4000,1213,,Sport,Football/Soccer,Wildlife,
RSA,20060809.01,FDC,SAPO,7.109,$$$,Womens march to Union Buildings     ,,1214,,Apartheid,,,
RSA,20060906.01,FDC,SAPO,7.110,$$$$,Clivias         ,6000,1215,,Flora/Flowers,,,
RSA,20060915.01,FDC,SAPO,7.111,$$$$,Animal Tracks        ,6000,1216,,Wildlife,,,
RSA,20060915.02,FDC,SAPO,7.112,$$$$,Animal Tracks        ,6000,1216,,Wildlife,,,
RSA,20061002.01,FDC,SAPO,7.113,$$$,Christmas         ,6000,,,Christmas,Religion/Churches,,
RSA,20061002.02,FDC,SAPO,7.114,$$$,Christmas         ,6000,,,Christmas,Religion/Churches,,
RSA,20061002.03,FDC,SAPO,7.115,$$$,World Post Day       ,6000,,,Stamp Day,,,
RSA,20061110.01,FDC,SAPO,7.116,$$$$,Origin of Humankind       ,6000,,,Archaeology,,,
RSA,20070803.01,FDC,SAPO,7.118,$$$$,Owls         ,5000,,,Owls,Birds,,
RSA,20070817.01,FDC,SAPO,7.117,$$$$,Big Five        ,5000,,,Wildlife,,,
RSA,20070822.01,FDC,SAPO,7.119,$$$,Scouting         ,5000,,,Boy Scouts,,,
RSA,20070907.01,FDC,SAPO,7.120,$$$,Year of the Pig      ,4000,,,,,,
RSA,20071009.01,FDC,SAPO,7.121,$$$,World Post Day       ,4000,,,Stamp Day,,,
RSA,20071019.01,FDC,SAPO,7.126,$$$,Add values 7th Def issue     ,4000,,,Definitive Series,Wildlife,,
RSA,20071031.01,FDC,SAPO,7.122,$$$$,International Polar and Heliophysical Year     ,5000,,,Antarctica,Ships/Maritime,Fish and Marine Life,
RSA,20071109.01,FDC,SAPO,7.123,$$$$,Mills of SA       ,5000,,,Architecture,,,
RSA,20071123.01,FDC,SAPO,7.124,$$$,Fifa World Cup MS      ,4000,,,Sport,Football/Soccer,,
RSA,20071201.01,CMC,SAPO,,,Aids 46664        ,,,,Apartheid,Mandela,,
RSA,20071205.01,FDC,SAPO,7.125,$$$$,Union Castle Ships       ,5000,,,Ships/Maritime,,,
RSA,20080414.01,FDC,SAPO,7.127,$$$,118th Inter Parliamentary Union Assembly     ,4000,,,Government and Politics,,,
RSA,20080424.01,FDC,SAPO,7.128,$$$,Diplomatic Relations with China      ,5000,,,Diplomacy,,,
RSA,20080625.01,FDC,SAPO,7.131,$$$,Architecture of Constitutional Court      ,5000,,,Constitution,,,
RSA,20080625.02,FDC,SAPO,7.132,$$$,Architecture of Constitutional Court      ,5000,,,Constitution,,,
RSA,20080704.01,FDC,SAPO,7.129,$$$,118th ICE Entomology Conference      ,5000,,,Insects,,,
RSA,20080714.01,FDC,SAPO,7.130,$$$,90th Birthday Mandela       ,5000,,,Mandela,,,
RSA,20080801.01,FDC,SAPO,7.133,$$$$,Big 5 of Birds      ,5000,,,Birds,,,
RSA,20080822.01,FDC,SAPO,7.134,$$$$,Flowers of Namaqualand       ,5000,,,Flora/Flowers,,,
RSA,20080822.02,FDC,SAPO,7.135,$$$$,Flowers of Namaqualand       ,5000,,,Flora/Flowers,,,
RSA,20080905.01,FDC,SAPO,7.136,$$$,2010 Fifa World Cup,4000,,,Sport,Football/Soccer,,
RSA,20080906.01,FDC,SAPO,7.141,$$$,Alma Ata Declaration       ,4000,,,Health/Medicine,,,
RSA,20080923.01,FDC,SAPO,7.137,$$$$,SA Heritage Sites       ,5000,,,Landscapes/Nature,,,
RSA,20081008.01,FDC,SAPO,7.138,$$$,Onderstepoort MS        ,4000,,,Agriculture/Farming,,,
RSA,20081009.01,FDC,SAPO,7.139,$$$,SA Post Office buildings      ,5000,,,Postal History,,,
RSA,20081114.01,FDC,SAPO,7.140,$$$$,Big Five cartoon design      ,,,,Wildlife,,,
RSA,20090130.01,FDC,SAPO,7.142,$$$$,Pres Mothlanthe        ,4000,,,Presidents and Leaders,,,
RSA,20090130.02,FDC,SAPO,7.143,$$$,SAA 75 Years       ,5000,,,Flight and Aircraft,,,
RSA,20090130.03,FDC,SAPO,7.144,$$$$,SAA 75 Years       ,5000,,,Flight and Aircraft,,,
RSA,20090213.01,FDC,SAPO,7.145,$$$$,All you need is Love     ,5000,,,Flora/Flowers,,,
RSA,20090303.01,FDC,SAPO,7.146,$$$,Preserve the Polar Regions      ,4000,,,Antarctica,Fish and Marine Life,,
RSA,20090320.01,FDC,SAPO,7.147,$$$,Occupational Health        ,4000,,,Health/Medicine,,,
RSA,20090605.01,FDC,SAPO,7.148,$$$,Artwork Constitutional Court       ,4000,,,Constitution,Arts/Culture/Traditions,,
RSA,20090605.02,FDC,SAPO,7.149,$$$,Artwork Constitutional Court       ,4000,,,Constitution,Arts/Culture/Traditions,,
RSA,20090614.01,FDC,SAPO,7.150,$$$,FIFA World Cup 2010      ,4000,,,Sport,Football/Soccer,,
RSA,20090710.01,FDC,SAPO,7.151,$$$$,Gemstones         ,4000,,,Gem Stones/Jewels,,,
RSA,20090803.01,FDC,SAPO,7.152,$$$$,Sea and Coastal birds      ,5000,,,Fish and Marine Life,Birds,,
RSA,20090923.01,FDC,SAPO,7.153,$$$$,Mapungubwe         ,4000,,,Arts/Culture/Traditions,,,
RSA,20091009.01,FDC,SAPO,7.154,$$$,Johburg 2010 Stamp Exhibition      ,4000,,,Stamp on Stamps,Stamp Exhibition,,
RSA,20091009.02,FDC,SAPO,7.155,$$$,Johburg 2010 Stamp Exhibition      ,4000,,,Stamp Exhibition,,,
RSA,20091015.01,FDC,SAPO,7.159,$$$,SK Mahlangu        ,4000,,,Apartheid,,,
RSA,20091102.01,FDC,SAPO,7.156,$$$$,Dinosaurs         ,4000,,,Dinosaurs,,,
RSA,20091102.02,FDC,SAPO,7.157,$$$$,Dinosaurs         ,4000,,,Dinosaurs,,,
RSA,20091110.01,FDC,SAPO,7.158,$$$,Jacob Zuma        ,8000,,,Presidents and Leaders,,,
RSA,20100118.01,FDC,SAPO,7.160,$$$$,Digital Divide        ,5000,,,Science and Technology,,,
RSA,20100129.01,FDC,SAPO,7.161,$$$,Taxi Hand Signs       ,5000,,,Transport,,,
RSA,20100129.02,FDC,SAPO,7.162,$$$,Taxi Hand Signs       ,5000,,,Transport,,,
RSA,20100210.01,FDC,SAPO,7.163,$$$$,Fisher Folk        ,5000,,,Fish and Marine Life,,,
RSA,20100210.02,FDC,SAPO,7.164,$$$$,Fisher Folk        ,5000,,,Fish and Marine Life,,,
RSA,20100312.01,FDC,SAPO,7.165,$$$$$,Year of Bioversity       ,5000,,,Wildlife,,,
RSA,20100409.01,FDC,SAPO,7.174,$$$$,FIFA SAPOA joint issue      ,5000,,,Sport,Football/Soccer,,
RSA,20100505.01,FDC,SAPO,7.175,$$$$,Big Five        ,5000,,,Wildlife,,,
RSA,20100528.01,FDC,SAPO,7.168,$$$$,Constitutional Hill        ,5000,,,Constitution,,,
RSA,20100528.02,FDC,SAPO,7.169,$$$$,Constitutional Hill        ,5000,,,Constitution,,,
RSA,20100611.01,FDC,SAPO,7.166,$$$$,FIFA World Cup       ,10000,,,Sport,Football/Soccer,,
RSA,20100611.02,FDC,SAPO,7.167,$$$$,FIFA Soccer Mascott       ,10000,,,Sport,Football/Soccer,,
RSA,20100625.01,FDC,SAPO,7.170,$$$$,Trains         ,5000,,,Railway/Trains,,,
RSA,20100625.02,FDC,SAPO,7.171,$$$$,Trains         ,5000,,,Railway/Trains,,,
RSA,20100806.01,FDC,SAPO,7.172,$$$$,Grassland Birds        ,5000,,,Birds,,,
RSA,20100923.01,FDC,SAPO,7.173,$$$$,Richtersveld         ,5000,,,Birds,Flora/Flowers,,
RSA,20101009.01,FDC,SAPO,8.008,$$$$,World Post Day       ,5000,,,Stamp Day,,,
RSA,20101009.02,FDC,SAPO,8.009,$$$$,World Post Day       ,5000,,,Stamp Day,,,
RSA,20101027.01,FDC,SAPO,8.001,$$$$,Beadwork         ,5000,,,Arts/Culture/Traditions,Definitive Series,,
RSA,20101027.02,FDC,SAPO,8.002,$$$$,Beadwork         ,5000,,,Arts/Culture/Traditions,Definitive Series,,
RSA,20101027.03,FDC,SAPO,8.003,$$$$,Beadwork         ,5000,,,Arts/Culture/Traditions,Definitive Series,,
RSA,20101027.04,FDC,SAPO,8.004,$$$$,Beadwork         ,5000,,,Arts/Culture/Traditions,Definitive Series,,
RSA,20101027.05,FDC,SAPO,8.005,$$$$,Beadwork         ,5000,,,Arts/Culture/Traditions,Definitive Series,,
RSA,20101027.06,FDC,SAPO,8.006,$$$$,Beadwork         ,5000,,,Arts/Culture/Traditions,Definitive Series,,
RSA,20101027.07,FDC,SAPO,8.007,$$$$,Beadwork         ,5000,,,Arts/Culture/Traditions,Definitive Series,,
RSA,20101027.08,FIL,SAPO,,,First SA Personalised Stamp,,,,Stamp Exhibition,,,
RSA,20101029.01,FDC,SAPO,8.012,$$$,Coat of Arms       ,5000,,,Heraldry/Coat of Arms,,,
RSA,20101105.01,FDC,SAPO,8.011,$$$$,SA Quiz        ,5000,,,,,,
RSA,20101105.02,FDC,SAPO,8.010,$$$$,SA Quiz        ,5000,,,,,,
RSA,20110204.01,FDC,SAPO,8.013,$$$$,African Wild Cats,5000,,,Cats,,,
RSA,20110401.01,FDC,SAPO,8.014,$$$$,Sumbandila Satelite,5000,,,Space,Astronomy,,
RSA,20110523.01,FDC,SAPO,8.015,$$$,The Constitution        ,5000,,,Constitution,,,
RSA,20110630.01,FDC,SAPO,8.016,$$$$,Musical Instruments        ,5000,,,Music,Arts/Culture/Traditions,,
RSA,20110630.02,FDC,SAPO,8.017,$$$$,Musical Instruments        ,5000,,,Music,Arts/Culture/Traditions,,
RSA,20110715.01,FDC,SAPO,8.018,$$$$,Forest Birds,5000,,,Birds,,,
RSA,20110812.01,FDC,SAPO,8.019,$$$$,Green Awareness,5000,,,Agriculture/Farming,,,
RSA,20110819.01,FDC,SAPO,8.020,$$$$,Springbok Rugby        ,5000,,,Sport,Rugby,,
RSA,20110819.02,FDC,SAPO,8.021,$$$$,Springbok Rugby        ,5000,,,Sport,Rugby,,
RSA,20110923.01,FDC,SAPO,8.022,$$$$,Cape Floral Region       ,5000,,,Flora/Flowers,Frogs,Wildlife,
RSA,20110923.02,FDC,SAPO,8.023,$$$$,Cape Floral Region       ,5000,,,Birds,Flora/Flowers,Wildlife,
RSA,20111003.01,FDC,SAPO,8.025,$$$,Int Astronautical Congress       ,5000,,,Space,Astronomy,,
RSA,20111008.01,FDC,SAPO,8.024,$$$,100 Years First Airmail flight     ,5000,,,Flight and Aircraft,,,
RSA,20120105.01,FDC,SAPO,8.026,$$$,SA Native Congress,5000,,,Apartheid,,,
RSA,20120106.01,CMC,SAPO,,,ANC Centenary        ,,,,Mandela,Government and Politics,Apartheid,
RSA,20120402.01,FDC,SAPO,8.027,$$$$,George Pemba,4000,,,Arts/Culture/Traditions,Paintings,,
RSA,20120402.02,FDC,SAPO,8.028,$$$$,George Pemba,4000,,,Arts/Culture/Traditions,Paintings,,
RSA,20120420.01,FDC,SAPO,8.029,$$$,National Symbols        ,4000,,,Flags,Flora/Flowers,,
RSA,20120420.02,FDC,SAPO,8.030,$$$,National Symbols        ,4000,,,Flora/Flowers,Wildlife,Birds,Fish and Marine Life
RSA,20120518.01,FDC,SAPO,8.031,$$$$,Medicinal plants        ,4000,,,Flora/Flowers,Health/Medicine,,
RSA,20120518.02,FDC,SAPO,8.032,$$$$,Medicinal plants        ,4000,,,Flora/Flowers,Health/Medicine,,
RSA,20120605.01,FDC,SAPO,8.035,$$$$,Transit of Venus,4000,,,Space,Astronomy,,
RSA,20120605.02,FDC,SAPO,8.034,$$$$,Astronomy,4000,,,Astronomy,Space,,
RSA,20120712.01,FDC,SAPO,8.036,$$$$,Baby Big Five,4000,,,Wildlife,,,
RSA,20120814.01,FDC,SAPO,8.037,$$$$,Sunbirds,4000,,,Birds,,,
RSA,20120921.01,FDC,SAPO,8.038,$$$$,Vredefort Dome,4000,,,Archaeology,,,
RSA,20121009.01,FDC,SAPO,8.039,$$$$,SA Field Postal Unit,4000,,,Flight and Aircraft,Postal History,Military,
RSA,20121009.02,FDC,SAPO,8.040,$$$$,SA Field Postal Unit,4000,,,Flight and Aircraft,Postal History,Military,
RSA,20130222.01,FDC,SAPO,8.041,$$$,Rescue SA.,4000,,,,,,
RSA,20130222.02,FDC,SAPO,8.042,$$$,Gift of the Givers,4000,,,,,,
RSA,20130320.01,FDC,SAPO,8.043,$$$$,Water Cooperation,4000,,,Water and Sanitation,,,
RSA,20130510.01,FDC,SAPO,8.045,$$$$,Butterflies         ,4000,,,Butterflies,,,
RSA,20130510.02,FDC,SAPO,8.044,$$$$,Butterflies         ,4000,,,Butterflies,,,
RSA,20130614.01,FDC,SAPO,8.046,$$$$,African Fish Eagle       ,4000,,,Birds,,,
RSA,20130701.01,FDC,SAPO,8.047,$$$$,Kirstenbosch         ,4000,,,Flora/Flowers,,,
RSA,20130701.02,FDC,SAPO,8.048,$$$$,Kirstenbosch         ,4000,,,Flora/Flowers,,,
RSA,20130726.01,FDC,SAPO,8.051,$$$$$,Port Elizabeth Centenary,4000,,,Towns/Cities History,,,
RSA,20130726.02,FDC,SAPO,8.052,$$$$$,Port Elizabeth Centenary,4000,,,Towns/Cities History,,,
RSA,20130729.01,FDC,SAPO,8.049,$$$$,World Transplant Games       ,4000,,,Sport,,,
RSA,20130729.02,FDC,SAPO,8.050,$$$$,World Transplant Games       ,4000,,,Sport,,,
RSA,20130808.01,FDC,SAPO,8.053,$$$$,Rock Formations and Cederberg,4000,,,Landscapes/Nature,Mountains,,
RSA,20130808.02,FDC,SAPO,8.054,$$$$,Rock Formations and Cederberg,4000,,,Landscapes/Nature,Mountains,,
RSA,20130920.01,FDC,SAPO,8.059,$$$$,Symbols of SA Culture,4000,,,Arts/Culture/Traditions,,,
RSA,20130920.02,FDC,SAPO,8.060,$$$$,Symbols of SA Culture,4000,,,Arts/Culture/Traditions,,,
RSA,20131009.01,CMC,SAPO,,$$$,Jomapex 2013 Stamp Exhibition      ,4000,,,Stamp Exhibition,,,
RSA,20131009.02,FDC,SAPO,8.061,$$$$,PO Achievements,4000,,,Postal History,,,
RSA,20131025.01,FDC,SAPO,,$$$$,Joint Issue SA Mexico Relations,,,,Diplomacy,,,
RSA,20131126.01,CMC,SAPO,,$$$$,Rivonia Trailists        ,,,,Apartheid,,,
RSA,20131126.02,CMC,SAPO,,$$$$,Rivonia Trailists        ,,,,Apartheid,,,
RSA,20131126.03,CMC,SAPO,,$$$$,Rivonia Trailists        ,,,,Apartheid,,,
RSA,20131126.04,CMC,SAPO,,$$$$,Rivonia Trailists        ,,,,Apartheid,,,
RSA,20131129.01,FDC,SAPO,8.062,$$$$,Aids Day,4000,,,Health/Medicine,,,
RSA,20131205.01,CMC,SAPO,,$$$$$,Death of Mandela       ,,,,Mandela,,,
RSA,20131205.02,FDC,SAPO,7.070,$$$$$,Death of Mandela       ,,,,Mandela,,,
RSA,20131212.01,FDC,SAPO,8.055,$$$$,100 Years Union Buildings,4000,,,Architecture,,,
RSA,20131212.02,FDC,SAPO,8.056,$$$$,100 Years Union Buildings,4000,,,Architecture,,,
RSA,20131212.03,FDC,SAPO,8.057,$$$$,100 Years Union Buildings,4000,,,Architecture,,,
RSA,20131212.04,FDC,SAPO,8.058,$$$$,100 Years Union Buildings,4000,,,Architecture,,,
RSA,20140228.01,FDC,SAPO,8.063,$$$$,World Design Capital CPT,2000,,,,,,
RSA,20140509.01,FDC,SAPO,8.064,$$$$,Big Five        ,2000,,,Wildlife,,,
RSA,20140530.01,FDC,SAPO,8.065,$$$$,Ukuthunga to sew,7000,,,Arts/Culture/Traditions,,,
RSA,20140626.01,FDC,SAPO,8.067,$$$$,Hamilton Naki,2000,,,Health/Medicine,,,
RSA,20140703.01,FDC,SAPO,8.068,$$$$,Music Legends,2000,,,Music,Arts/Culture/Traditions,,
RSA,20140703.02,FDC,SAPO,8.069,$$$$,Music Legends,2000,,,Music,Arts/Culture/Traditions,,
RSA,20140728.01,FDC,SAPO,8.070,$$$$$,100 Years World War 1,2000,,,Military,,,
RSA,20140815.01,FDC,SAPO,8.076,$$$,20 Years of Freedom,2000,,,National Festivals,,,
RSA,20140815.02,FDC,SAPO,8.077,$$$,Zuma Inauguration,2000,,,Presidents and Leaders,,,
RSA,20140820.01,FDC,SAPO,8.071,$$$$$,Lighthouses,2000,,,Ships/Maritime,,,
RSA,20140917.01,FDC,SAPO,8.072,$$$$,SA National Parks       ,2000,,,Wildlife,Landscapes/Nature,,
RSA,20141009.01,FDC,SAPO,8.073,$$$$$,World Post Day       ,2000,,,Stamp Day,,,
RSA,20141113.01,FDC,SAPO,8.074,$$$$,Ceramic Vessels,2000,,,Arts/Culture/Traditions,,,
RSA,20141113.02,FDC,SAPO,8.075,$$$$,Ceramic Vessels,2000,,,Arts/Culture/Traditions,,,
RSA,20150205.01,FDC,SAPO,8.078,$$$$,SA Aviation Corps,1000,,,Flight and Aircraft,Military,,
RSA,20150303.01,FDC,SAPO,8.079,$$$$,Poaching Awareness,1000,,,Wildlife,,,
